hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,106,2016,August,33,9,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,159.3,1,2,Check-Out,########
City Hotel,0,0,2016,May,22,25,0,1,1,0,0,BB,PRT,Complementary,Corporate,1,2,4,A,A,0,No Deposit,NULL,45,0,Transient,0,0,3,Check-Out,26-05-2016
City Hotel,0,1,2016,September,38,13,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,NULL,81,0,Transient,184,0,1,Check-Out,14-09-2016
City Hotel,1,10,2016,November,45,1,0,4,2,0,0,SC,COL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,102,0,0,Canceled,23-10-2016
City Hotel,1,213,2016,June,24,7,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,62,Transient,130,0,0,Canceled,8/1/2016
City Hotel,0,52,2016,November,48,23,0,4,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,74.8,0,1,Check-Out,27-11-2016
City Hotel,0,5,2016,February,10,28,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,120.6,0,1,Check-Out,4/3/2016
City Hotel,1,21,2016,August,35,22,1,3,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,231,0,0,Canceled,2/8/2016
City Hotel,0,1,2016,September,40,29,0,3,1,0,0,HB,SWE,Corporate,Corporate,0,0,0,A,A,2,No Deposit,325,NULL,0,Transient-Party,118,0,0,Check-Out,########
City Hotel,0,55,2016,September,37,10,1,1,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,168.3,0,1,Check-Out,########
City Hotel,0,18,2016,July,29,11,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,110.46,0,1,Check-Out,14-07-2016
City Hotel,0,38,2016,April,16,12,0,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,139.95,0,2,Check-Out,16-04-2016
City Hotel,1,281,2016,April,16,14,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,21-10-2015
City Hotel,0,6,2016,September,38,12,1,0,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,138,1,3,Check-Out,13-09-2016
City Hotel,0,43,2016,November,47,19,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,68,0,0,Check-Out,23-11-2016
Resort Hotel,1,80,2016,August,35,26,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,209,0,0,Canceled,9/6/2016
City Hotel,0,104,2016,July,28,6,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,83.12,0,1,Check-Out,########
City Hotel,1,2,2016,June,27,28,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,139,0,0,Canceled,27-06-2016
City Hotel,0,213,2016,September,37,4,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22,NULL,0,Transient,90.95,0,0,Check-Out,7/9/2016
Resort Hotel,0,157,2016,August,33,12,4,9,2,0,0,HB,PRT,Direct,Direct,1,1,8,E,E,2,No Deposit,NULL,NULL,0,Transient,147,1,4,Check-Out,25-08-2016
City Hotel,0,5,2016,March,13,23,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,133,0,0,Check-Out,26-03-2016
City Hotel,0,26,2016,February,7,7,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,64.64,0,0,Check-Out,########
City Hotel,0,36,2016,October,42,13,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,8,NULL,0,Group,102.6,0,2,Check-Out,14-10-2016
City Hotel,0,346,2016,September,38,13,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,115,0,1,Check-Out,15-09-2016
City Hotel,1,281,2016,October,40,1,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,174,Transient-Party,96,0,0,Canceled,20-09-2016
Resort Hotel,0,11,2016,March,12,16,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,I,0,No Deposit,240,NULL,0,Transient,58,0,1,Check-Out,19-03-2016
City Hotel,0,335,2016,October,42,13,0,3,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,NULL,0,Transient-Party,80,0,0,Check-Out,16-10-2016
Resort Hotel,0,223,2016,September,36,1,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,79.9,0,0,Check-Out,15-09-2016
City Hotel,1,89,2016,July,31,25,1,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,137.7,0,0,Canceled,27-04-2016
Resort Hotel,1,116,2016,April,15,4,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,Non Refund,273,NULL,0,Transient,72,0,0,Canceled,14-01-2016
Resort Hotel,1,32,2016,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,273,NULL,0,Transient-Party,69.36,0,0,Canceled,18-03-2016
Resort Hotel,1,128,2016,May,20,14,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,147,NULL,0,Transient-Party,46.18,0,1,Canceled,13-05-2016
City Hotel,0,41,2016,June,27,28,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,252,NULL,0,Transient-Party,85.6,0,0,Check-Out,29-06-2016
Resort Hotel,1,122,2016,May,19,7,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,79.2,0,0,Canceled,########
Resort Hotel,1,13,2016,October,41,5,0,1,3,1,0,BB,AUT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,160,0,0,Canceled,22-09-2016
City Hotel,0,3,2016,May,23,29,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.46,0,2,Check-Out,4/6/2016
City Hotel,0,99,2016,April,18,27,2,6,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,121,NULL,0,Transient-Party,80.75,0,1,Check-Out,5/5/2016
Resort Hotel,0,339,2016,October,42,11,2,5,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,Refundable,273,NULL,150,Transient-Party,46.36,0,0,Check-Out,18-10-2016
City Hotel,0,139,2016,May,19,5,1,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,99.45,0,2,Check-Out,9/5/2016
City Hotel,0,210,2016,August,34,18,0,1,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,90.9,0,1,Check-Out,19-08-2016
City Hotel,0,35,2016,September,40,26,1,0,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,290,NULL,0,Transient-Party,99,0,0,Check-Out,27-09-2016
City Hotel,1,19,2016,March,12,18,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,147,0,0,Canceled,########
City Hotel,0,5,2016,February,9,25,0,3,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,93,0,1,Check-Out,28-02-2016
City Hotel,0,55,2016,April,15,6,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,NULL,0,Transient-Party,104,0,0,Check-Out,7/4/2016
City Hotel,1,97,2016,May,19,1,2,4,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,84.43,0,0,Canceled,1/2/2016
City Hotel,0,6,2016,September,40,26,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,40,0,Transient,67,1,0,Check-Out,27-09-2016
City Hotel,1,97,2016,December,51,12,2,5,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,103.7,0,1,Canceled,30-11-2016
City Hotel,0,56,2016,March,10,5,2,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,NULL,0,Transient-Party,65.75,0,0,Check-Out,########
City Hotel,0,13,2016,March,13,20,1,0,1,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,220,NULL,0,Transient-Party,6,0,0,Check-Out,21-03-2016
City Hotel,1,49,2016,July,29,11,1,0,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,93.15,0,0,Canceled,20-06-2016
City Hotel,0,51,2016,November,47,17,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,68.47,0,1,Check-Out,20-11-2016
City Hotel,1,1,2016,February,10,28,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,60,0,0,Canceled,27-02-2016
Resort Hotel,0,217,2016,June,26,22,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,90.71,0,2,Check-Out,6/7/2016
City Hotel,0,160,2016,June,25,17,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,129,0,1,Check-Out,20-06-2016
City Hotel,0,41,2016,March,12,16,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,85,0,0,Check-Out,19-03-2016
City Hotel,0,0,2016,April,16,14,0,2,2,0,0,BB,CRI,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,98,0,0,Check-Out,16-04-2016
City Hotel,1,291,2016,August,34,19,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,39,NULL,0,Transient,115,0,0,Canceled,23-02-2016
City Hotel,1,68,2016,February,8,17,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37,NULL,0,Transient,75,0,0,Canceled,6/1/2016
Resort Hotel,0,226,2016,September,37,4,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,243,NULL,0,Contract,92.1,0,1,Check-Out,########
Resort Hotel,0,125,2016,June,23,2,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,62.9,0,0,Check-Out,9/6/2016
City Hotel,1,517,2016,December,50,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62.8,0,0,Canceled,21-10-2015
City Hotel,0,8,2016,August,34,16,0,2,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,133,0,1,Check-Out,18-08-2016
City Hotel,0,36,2016,September,39,24,2,5,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,NULL,0,Transient,177.77,0,1,Check-Out,########
City Hotel,1,245,2016,July,28,6,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,110,0,0,Canceled,23-02-2016
Resort Hotel,0,71,2016,July,30,22,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,160,0,1,Check-Out,26-07-2016
City Hotel,1,278,2016,August,33,11,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,65,0,0,Canceled,18-12-2015
Resort Hotel,0,3,2016,February,9,26,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330,NULL,0,Transient-Party,40,0,0,Check-Out,27-02-2016
City Hotel,0,100,2016,July,30,22,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,123.3,0,1,Check-Out,24-07-2016
Resort Hotel,0,2,2016,March,12,19,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,58,0,0,Check-Out,20-03-2016
City Hotel,0,346,2016,September,38,13,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,115,0,1,Check-Out,15-09-2016
City Hotel,0,58,2016,November,48,23,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,75,0,0,Check-Out,27-11-2016
City Hotel,1,5,2016,March,11,7,1,2,2,0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89,0,1,Canceled,4/3/2016
City Hotel,0,1,2016,January,2,4,1,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,NULL,NULL,0,Transient-Party,76.25,0,1,Check-Out,6/1/2016
City Hotel,1,384,2016,July,30,20,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,65,0,0,Canceled,29-02-2016
Resort Hotel,0,2,2016,January,2,8,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,43,0,0,Check-Out,13-01-2016
Resort Hotel,0,225,2016,September,38,14,0,1,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,251,NULL,0,Transient-Party,86,0,1,Check-Out,15-09-2016
City Hotel,0,2,2016,January,2,4,1,0,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,76,0,1,Check-Out,5/1/2016
City Hotel,0,8,2016,October,44,29,2,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,NULL,0,Transient,188.01,0,1,Check-Out,########
Resort Hotel,0,382,2016,October,43,16,3,5,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,NULL,NULL,0,Transient-Party,49,0,0,Check-Out,24-10-2016
City Hotel,0,40,2016,March,12,14,1,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,98.82,0,0,Check-Out,19-03-2016
City Hotel,0,1,2016,May,19,5,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,20,NULL,0,Transient,119,0,0,Check-Out,8/5/2016
Resort Hotel,1,23,2016,March,12,19,2,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80,0,1,Canceled,25-02-2016
City Hotel,1,99,2016,February,8,19,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,NULL,67,0,Transient-Party,80,0,0,Canceled,22-12-2015
City Hotel,1,254,2016,September,39,24,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,96,0,0,Canceled,1/3/2016
City Hotel,0,35,2016,August,36,30,0,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,119,0,1,Check-Out,3/9/2016
City Hotel,1,107,2016,July,29,11,1,5,2,0,0,HB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,141,0,0,Canceled,22-04-2016
City Hotel,1,17,2016,March,12,17,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,97,0,0,Canceled,13-03-2016
City Hotel,0,0,2016,December,52,23,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80,0,0,Check-Out,24-12-2016
City Hotel,1,14,2016,April,15,7,2,3,2,0,0,BB,QAT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,125.2,0,0,Canceled,27-03-2016
City Hotel,1,5,2016,April,14,2,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,143.5,0,1,Canceled,28-03-2016
City Hotel,1,443,2016,April,18,29,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,65,0,0,Canceled,19-01-2016
City Hotel,1,3,2016,April,15,8,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89,0,0,No-Show,8/4/2016
City Hotel,0,48,2016,June,26,21,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,1,Check-Out,22-06-2016
City Hotel,0,92,2016,June,27,30,1,3,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,103.5,0,1,Check-Out,4/7/2016
City Hotel,0,184,2016,August,35,27,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.95,0,1,Check-Out,31-08-2016
City Hotel,0,14,2016,March,11,10,1,3,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27,NULL,0,Transient,69.75,0,0,Check-Out,14-03-2016
City Hotel,0,39,2016,November,47,19,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,72,0,0,Check-Out,22-11-2016
City Hotel,0,103,2016,December,53,31,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,125,0,0,Check-Out,4/1/2017
Resort Hotel,1,145,2016,March,12,14,3,10,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,72,0,0,Canceled,21-10-2015
City Hotel,0,1,2016,June,26,23,0,1,2,0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,97,0,0,Check-Out,24-06-2016
City Hotel,0,11,2016,January,2,4,1,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,70,0,0,Check-Out,8/1/2016
Resort Hotel,0,137,2016,June,23,3,0,1,2,0,1,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,147,NULL,0,Transient,70.11,0,2,Check-Out,4/6/2016
City Hotel,0,297,2016,May,20,14,1,1,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,236,Transient-Party,65,0,0,Check-Out,16-05-2016
City Hotel,0,208,2016,October,44,23,2,2,0,2,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9,NULL,0,Transient-Party,88.77,0,2,Check-Out,27-10-2016
Resort Hotel,0,70,2016,May,21,19,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,74.75,0,1,Check-Out,26-05-2016
Resort Hotel,0,0,2016,January,2,4,1,3,1,0,0,HB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,NULL,110,0,Transient-Party,40,0,1,Check-Out,8/1/2016
City Hotel,1,420,2016,September,36,3,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,35,NULL,0,Transient,75,0,0,Canceled,########
City Hotel,0,106,2016,July,30,18,1,4,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,141.3,0,1,Check-Out,23-07-2016
City Hotel,0,42,2016,April,17,23,2,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,NULL,0,Transient,118.8,0,0,Check-Out,26-04-2016
Resort Hotel,1,117,2016,October,44,27,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,5,No Deposit,240,NULL,0,Transient-Party,66.02,0,0,Canceled,25-07-2016
City Hotel,0,1,2016,April,17,23,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116,0,2,Check-Out,25-04-2016
City Hotel,0,44,2016,January,1,2,1,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,2,0,0,Check-Out,4/1/2016
City Hotel,0,143,2016,August,35,25,0,3,2,0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36,NULL,0,Transient-Party,100,0,0,Check-Out,28-08-2016
City Hotel,1,316,2016,May,21,19,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,22-10-2015
City Hotel,1,105,2016,July,28,4,1,4,2,1,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,123.25,0,0,Canceled,7/4/2016
City Hotel,0,57,2016,February,9,27,2,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,59.21,0,1,Check-Out,4/3/2016
Resort Hotel,1,245,2016,November,46,8,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,96,0,2,Canceled,26-10-2016
City Hotel,0,32,2016,October,43,22,2,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,118,0,2,Check-Out,29-10-2016
Resort Hotel,0,33,2016,October,42,13,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,NULL,444,0,Transient-Party,40,0,0,Check-Out,14-10-2016
City Hotel,0,83,2016,March,13,21,1,3,3,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,10,NULL,0,Transient,97.75,0,1,Check-Out,25-03-2016
City Hotel,1,47,2016,February,7,7,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,78.3,0,1,Canceled,28-12-2015
City Hotel,1,5,2016,July,31,28,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,124,0,0,Canceled,24-07-2016
Resort Hotel,0,339,2016,October,42,11,2,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,E,E,0,Refundable,273,NULL,150,Transient-Party,80.81,0,0,Check-Out,18-10-2016
Resort Hotel,0,61,2016,December,52,22,2,5,1,0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464,NULL,0,Transient,77.14,0,0,Check-Out,29-12-2016
Resort Hotel,0,7,2016,September,39,19,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,126,1,1,Check-Out,22-09-2016
City Hotel,0,183,2016,September,37,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,44,NULL,0,Transient-Party,110,0,1,Check-Out,########
Resort Hotel,0,145,2016,August,33,13,2,2,2,1,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,171.6,0,0,Check-Out,17-08-2016
City Hotel,1,1,2016,February,10,28,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,60,0,0,Canceled,27-02-2016
